Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18
Gene4224	2	63	36	59	46	135	32	42	42	67	8	49	38	27	103	67	52	69
Gene4225	39	29	2	45	60	7	12	34	21	23	12	1	0	10	7	11	29	30
Gene4226	6	0	1	1	0	0	0	2	0	0	1	0	3	3	0	0	6	1
Gene4227	0	17	1	2	3	7	0	1	1	67	9	2	11	11	6	10	4	9
Gene4228	45	107	25	60	40	10	20	56	4	10	25	14	30	13	10	34	5	41
Gene4229	51	378	396	577	532	868	576	329	599	201	65	325	845	528	1245	786	864	376
Gene4230	391	105	14	135	312	71	274	204	131	72	53	46	2	42	57	77	100	98
Gene4231	8	2	1	0	2	8	2	14	24	8	2	0	10	3	0	7	6	1
Gene4232	10	6	9	5	2	14	0	1	8	52	26	19	11	47	5	30	3	10
Gene4233	0	5	3	0	6	1	0	0	0	0	4	0	1	1	0	0	3	5
Gene4234	4	21	1	25	4	15	3	8	25	7	0	21	21	30	4	4	9	6
Gene4235	5	4	0	0	10	7	7	3	26	16	24	1	3	2	1	1	19	5
Gene4236	1	5	1	17	0	6	0	0	0	2	1	0	1	0	0	0	9	1
Gene4237	0	5	0	0	0	1	0	0	0	0	0	0	0	0	8	1	0	0
Gene4238	5	9	14	6	17	16	3	2	2	14	51	33	18	41	40	66	100	8
Gene4239	8	56	74	85	75	83	68	76	63	55	6	43	75	68	74	80	54	100
Gene4240	88	86	6	69	176	7	166	68	67	11	11	2	1	6	6	6	5	162
Gene4241	101	93	82	28	4	7	67	87	74	22	9	21	16	19	3	12	30	47
Gene4242	8	0	0	4	4	0	0	2	1	0	2	1	4	2	1	2	0	2
Gene4243	27	10	12	20	18	16	17	20	3	72	123	47	203	176	88	78	259	10
Gene4244	0	0	1	2	3	0	0	0	0	1	0	1	0	3	0	1	9	0
Gene4245	18	15	0	5	4	0	8	8	3	2	1	0	2	1	10	2	2	6
Gene4246	223	635	699	285	36	962	555	1065	701	1103	921	557	1224	713	88	920	1131	572
Gene4247	218	476	398	869	523	457	60	134	412	530	476	280	389	504	410	294	31	270
Gene4248	13	13	32	8	12	36	4	23	2	65	101	74	29	10	55	84	120	14
Gene4249	5	19	58	49	75	154	34	31	46	62	9	98	90	101	51	51	66	56
Gene4250	315	112	13	218	274	809	162	260	186	631	875	257	57	891	600	800	606	242
Gene4251	101	321	440	121	22	365	160	196	603	530	469	538	213	399	47	280	466	233
Gene4252	18	1	4	31	8	11	0	2	2	43	28	6	28	3	24	19	0	3
Gene4253	59	25	49	29	11	104	16	26	0	27	165	121	65	117	23	156	93	10
Gene4254	4	18	41	29	52	346	14	48	40	137	19	173	455	204	147	285	179	51
Gene4255	128	118	6	101	122	92	285	158	132	212	161	96	13	234	74	163	220	153
Gene4256	22	20	12	24	0	33	26	21	18	69	34	11	29	45	5	95	96	5
Gene4257	0	1	0	0	3	0	0	0	3	0	0	4	0	0	0	0	1	0
Gene4258	0	1	0	0	0	0	0	2	0	1	0	0	0	1	2	0	5	0
Gene4259	0	0	0	0	2	55	0	0	10	21	2	99	90	5	1	138	16	0
Gene4260	15	2	0	5	0	8	8	8	0	6	28	17	1	1	4	28	13	3
Gene4261	40	85	46	55	7	44	54	34	77	9	4	7	4	6	2	11	9	36
Gene4262	62	105	24	74	57	187	6	15	67	280	193	296	173	470	210	196	21	25
Gene4263	91	125	41	85	20	545	222	63	14	385	346	705	1238	962	1244	459	904	72
Gene4264	5	79	70	63	31	6	70	102	75	10	1	3	3	6	8	7	7	74
Gene4265	0	1	1	4	4	1	3	4	0	1	2	0	0	1	0	0	1	4
Gene4266	9	20	11	8	1	48	16	70	14	64	130	119	128	58	9	121	109	15
Gene4267	2	0	2	6	1	17	0	1	4	28	73	4	10	46	48	2	6	3
Gene4268	71	118	114	86	105	26	96	90	3	22	20	32	30	72	27	20	34	82
Gene4269	5	41	38	11	45	4	10	16	46	17	1	23	34	14	14	14	6	20
Gene4270	4	1	1	0	2	0	1	0	0	0	0	0	0	0	1	0	2	1
Gene4271	7	0	5	1	1	2	15	1	3	0	0	0	0	2	0	1	0	5
Gene4272	63	57	20	27	51	25	4	83	29	29	21	28	35	61	44	16	6	33
Gene4273	1	12	6	8	1	0	4	0	0	0	0	11	0	8	0	1	0	4
Gene4274	2	16	33	2	2	7	6	18	18	13	2	39	42	19	91	47	6	4
Gene4275	1	2	0	16	8	14	6	13	7	7	36	83	1	16	74	33	14	2
Gene4276	42	51	48	24	4	87	42	61	61	47	73	60	60	31	2	33	32	16
Gene4277	28	3	9	21	31	1	0	29	6	4	8	4	0	5	6	2	0	0
Gene4278	31	25	19	9	13	7	13	14	1	11	49	23	38	14	6	50	37	20
Gene4279	1	33	51	29	41	196	28	48	28	151	38	118	222	116	110	119	64	34
Gene4280	2	2	0	8	8	0	2	2	5	3	8	3	4	1	11	5	11	1
Gene4281	14	26	20	13	2	34	11	32	19	20	24	18	16	34	0	25	6	14
Gene4282	7	28	5	14	8	2	0	4	7	13	6	19	10	19	1	2	0	3
Gene4283	17	3	16	14	17	4	15	7	2	3	1	10	2	0	0	4	1	12
Gene4284	2	50	75	35	62	6	32	26	23	5	0	3	2	4	4	3	10	25
Gene4285	40	22	2	39	52	155	12	22	22	128	46	57	5	106	124	66	259	25
Gene4286	19	12	39	21	1	6	28	21	19	5	0	3	1	0	1	8	1	7
Gene4287	10	10	7	2	17	8	1	12	5	20	12	17	6	6	11	6	0	6
Gene4288	13	11	2	12	2	4	14	12	0	3	17	10	13	16	15	12	33	1
Gene4289	7	80	136	83	163	280	86	126	175	93	5	57	119	147	103	134	49	238
Gene4290	50	28	7	27	34	41	22	54	39	44	38	11	8	19	56	25	24	42
Gene4291	20	12	42	17	1	30	37	39	43	21	27	32	25	49	2	29	58	5
Gene4292	25	12	23	7	24	36	3	11	14	63	50	29	6	20	25	22	2	2
Gene4293	32	8	1	30	6	20	20	18	0	5	21	30	21	2	10	25	27	5
Gene4294	1	5	4	29	7	3	6	4	15	2	0	0	0	3	2	0	1	8
Gene4295	49	80	0	26	58	39	85	43	15	46	36	19	5	24	26	50	11	67
Gene4296	6	4	22	5	1	9	22	6	7	0	3	5	7	4	0	2	7	4
Gene4297	5	1	4	0	6	6	0	0	0	13	38	6	0	11	34	7	0	1
Gene4298	39	58	33	15	10	56	17	22	5	61	46	112	16	62	25	68	137	42
Gene4299	0	0	1	12	1	4	0	1	2	1	2	0	0	15	6	2	1	1
Gene4300	22	30	1	15	17	20	34	67	18	51	35	28	3	18	35	84	81	17
Gene4301	1	0	4	0	1	0	3	1	13	4	0	3	1	0	0	1	4	0
Gene4302	3	0	14	1	0	3	0	5	0	19	4	3	25	6	5	3	1	2
Gene4303	1	4	1	15	11	38	9	12	0	31	27	24	78	214	118	172	244	19
Gene4304	0	1	3	0	6	4	6	3	1	2	1	7	0	2	7	6	6	0
Gene4305	261	140	13	108	97	24	48	128	89	20	21	7	4	20	15	20	19	111
Gene4306	91	128	102	38	9	51	63	78	129	21	34	37	44	29	3	36	10	40
Gene4307	1	30	1	39	8	3	1	10	16	28	5	53	4	86	67	42	0	12
Gene4308	48	74	76	44	55	65	116	27	9	86	54	101	75	76	85	105	46	101
Gene4309	2	12	24	7	18	56	6	14	3	14	7	119	47	71	58	67	16	21
Gene4310	23	3	2	7	15	12	2	17	15	10	8	22	3	3	1	8	13	3
Gene4311	27	15	18	10	2	10	19	44	59	8	5	6	3	4	0	6	2	35
Gene4312	48	21	4	28	30	143	5	18	32	77	111	180	30	151	84	67	8	17
Gene4313	8	3	14	0	3	0	16	2	0	0	0	0	5	3	11	1	1	2
Gene4314	2	12	24	50	2	81	18	20	22	40	7	44	82	107	67	215	39	33
Gene4315	95	66	12	245	166	159	202	258	167	266	219	195	21	116	303	202	249	136
Gene4316	6	42	25	44	5	49	16	31	41	72	89	91	137	46	11	104	80	41
Gene4317	2	3	7	8	1	0	1	1	0	0	7	0	0	0	2	0	1	2
Gene4318	17	7	37	17	14	82	23	22	1	129	99	73	213	99	124	140	52	20
Gene4319	1	45	25	65	19	21	19	18	46	23	1	33	28	14	26	35	51	31
Gene4320	147	48	3	95	71	198	135	131	52	194	355	330	26	228	319	341	343	57
Gene4321	14	7	21	5	1	57	15	21	6	17	22	83	4	16	3	3	67	3
Gene4322	9	6	8	0	20	0	0	8	6	0	0	2	3	2	0	0	0	0
Gene4323	0	0	0	0	5	5	4	4	0	5	19	7	0	5	0	24	3	5
Gene4324	36	170	130	275	261	250	201	280	229	182	8	217	314	280	161	218	134	269
Gene4325	40	12	2	14	33	71	30	4	16	135	64	7	12	64	56	139	50	20
Gene4326	26	58	53	105	7	20	70	61	84	45	21	27	21	12	7	17	16	53
Gene4327	169	135	53	185	209	881	10	48	130	656	286	333	972	730	806	701	113	63
Gene4328	4	0	8	3	3	8	2	0	1	0	12	13	1	8	7	2	12	0
Gene4329	16	86	75	100	90	334	130	93	125	362	18	234	669	199	810	454	209	100
Gene4330	38	4	2	7	13	30	9	14	17	23	14	4	2	14	63	39	29	36
Gene4331	3	7	0	1	2	15	16	1	0	0	19	0	2	0	1	0	9	2
Gene4332	54	18	18	37	51	1	2	23	74	12	14	4	15	15	21	11	2	45
Gene4333	0	3	0	9	3	2	23	1	1	0	1	7	0	0	2	2	3	11
Gene4334	0	6	38	12	9	1	14	18	7	6	0	2	5	4	1	3	1	0
Gene4335	35	1	0	3	3	7	5	20	3	16	3	3	0	5	6	8	2	24
Gene4336	42	16	5	4	0	49	20	5	2	56	15	65	12	17	3	56	56	16
Gene4337	200	118	53	158	216	178	10	46	215	470	141	298	181	264	233	217	30	103
Gene4338	12	9	15	13	5	5	12	14	0	2	9	2	3	4	11	2	6	16
Gene4339	6	33	4	6	12	3	32	14	15	3	1	1	4	13	25	11	14	11
Gene4340	1	3	0	2	9	1	5	10	12	13	13	2	1	3	2	4	2	2
Gene4341	104	85	90	111	9	249	57	171	89	446	226	512	270	181	24	189	287	49
Gene4342	4	0	12	1	1	16	2	1	16	14	12	2	1	65	11	29	0	0
Gene4343	7	1	0	0	2	14	5	3	0	2	2	0	3	2	1	2	28	1
Gene4344	0	13	17	26	4	0	16	22	4	3	0	2	4	1	5	2	0	5
Gene4345	78	62	7	70	10	76	103	32	54	98	51	50	10	45	62	107	69	80
Gene4346	111	190	104	20	13	206	109	174	51	177	149	163	336	173	6	136	302	26
Gene4347	25	13	8	14	14	40	2	27	32	40	69	34	23	49	31	17	4	22
Gene4348	18	27	13	22	27	6	38	15	2	10	4	13	15	7	4	16	4	16
Gene4349	1	34	63	50	59	56	25	57	67	23	8	31	30	41	39	22	18	50
Gene4350	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Gene4351	19	35	17	14	12	11	40	36	28	4	7	10	9	17	0	1	10	21
Gene4352	2	1	10	9	0	0	0	14	1	3	2	0	9	5	1	0	1	2
Gene4353	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	2	0	0
Gene4354	3	18	40	42	8	42	25	25	82	7	3	12	20	21	33	35	17	58
Gene4355	66	72	6	57	77	16	60	109	74	14	26	12	1	12	18	44	26	66
Gene4356	0	4	3	15	1	19	4	14	11	10	7	4	6	2	0	6	6	3
Gene4357	10	19	2	4	3	5	1	4	1	38	53	3	31	24	3	16	1	12
Gene4358	12	22	8	8	13	6	22	12	0	5	33	14	17	29	18	14	17	5
Gene4359	0	1	9	7	13	3	1	13	9	4	5	1	0	0	18	4	6	0
Gene4360	4	14	2	16	21	10	15	12	24	1	2	2	1	2	22	9	5	6
Gene4361	8	16	7	9	4	21	26	32	14	4	14	16	30	7	0	14	6	3
Gene4362	149	237	112	207	131	56	9	225	193	90	68	97	64	129	50	33	9	65
Gene4363	432	324	210	220	124	201	298	152	19	114	474	349	232	126	123	142	312	197
Gene4364	9	62	40	113	55	31	20	27	17	11	8	27	42	59	55	71	37	34
Gene4365	9	1	0	1	0	0	0	0	1	35	1	29	1	49	15	0	6	4
Gene4366	3	6	14	11	0	8	0	35	11	31	7	4	13	3	2	13	9	3
Gene4367	49	66	18	80	24	28	3	25	74	49	33	28	14	36	26	19	3	16
Gene4368	53	43	38	34	82	70	42	15	4	25	54	40	51	73	45	76	60	41
Gene4369	0	15	23	23	20	9	12	27	23	8	2	4	6	13	19	55	18	50
Gene4370	7	4	2	1	12	19	18	17	7	38	33	43	2	28	17	65	15	18
Gene4371	10	3	28	21	1	15	50	35	28	7	8	2	5	5	0	5	7	6
Gene4372	0	0	1	5	0	0	2	0	7	0	0	2	1	14	3	4	0	0
Gene4373	12	27	13	30	28	35	24	12	4	12	37	35	59	73	29	65	69	68
Gene4374	15	59	85	221	164	254	217	406	147	588	51	208	793	447	524	445	233	306
Gene4375	1	4	0	10	3	12	20	13	9	9	34	33	0	7	8	2	34	22
Gene4376	41	91	117	50	3	137	60	28	50	71	100	90	63	75	9	86	55	55
Gene4377	7	3	3	3	6	16	0	0	0	21	9	8	40	15	9	55	12	4
Gene4378	20	7	7	7	17	1	16	8	1	1	5	1	4	10	2	3	1	21
Gene4379	2	18	20	22	19	18	12	20	7	23	1	12	23	23	65	11	13	35
Gene4380	0	0	0	0	2	4	4	17	4	9	29	0	0	4	1	0	0	0
Gene4381	41	74	149	144	18	8	85	139	166	16	18	10	21	8	0	27	25	109
Gene4382	69	123	51	53	64	30	3	48	121	39	42	32	9	26	33	40	0	81
Gene4383	3	0	4	4	0	7	4	1	0	1	0	1	0	1	2	0	0	7
Gene4384	1	1	2	5	5	46	3	2	1	2	16	38	1	3	27	34	38	2
Gene4385	50	9	2	16	17	69	47	18	10	43	92	74	5	72	130	35	42	36
Gene4386	5	35	7	2	1	7	4	2	11	11	1	5	5	15	2	8	13	16
Gene4387	11	6	0	7	3	5	0	0	8	7	6	0	0	12	14	1	0	9
Gene4388	3	2	3	1	3	0	7	2	0	3	0	0	3	11	0	13	0	0
Gene4389	2	2	32	11	1	17	3	5	2	10	0	31	11	22	31	7	10	13
Gene4390	24	5	1	6	32	28	15	11	2	34	24	1	3	32	6	83	16	12
Gene4391	19	25	71	34	1	120	21	59	11	247	119	85	99	119	8	162	110	30
Gene4392	48	26	19	11	23	4	6	5	27	4	15	13	5	17	6	3	2	7
Gene4393	2	12	6	14	13	4	17	13	0	1	3	7	5	1	6	7	14	43
Gene4394	0	14	43	21	23	41	5	8	11	21	2	36	17	77	9	8	7	4
Gene4395	1	0	0	0	2	16	0	3	0	10	3	35	0	1	2	0	3	0
Gene4396	3	24	0	4	1	5	9	6	4	12	3	2	6	0	0	9	3	11
Gene4397	14	4	2	1	1	0	1	1	2	40	22	3	4	44	4	6	0	6
Gene4398	9	16	21	10	5	4	8	13	1	22	41	12	34	3	12	4	29	12
Gene4399	0	5	10	25	18	24	15	14	29	17	0	5	15	22	19	12	35	28
Gene4400	13	0	0	0	1	0	0	0	2	7	0	0	0	0	0	0	3	3
Gene4401	24	18	11	11	0	11	17	3	5	9	22	15	17	10	1	3	5	8
Gene4402	8	4	2	4	2	23	1	16	16	5	15	7	11	25	14	10	0	4
Gene4403	8	12	26	10	7	57	7	2	0	10	12	18	11	17	36	22	57	4
Gene4404	0	0	14	0	3	1	0	5	2	3	0	0	0	3	4	1	8	2
Gene4405	76	188	11	139	227	38	204	102	72	16	49	14	8	12	43	32	45	259
Gene4406	54	43	102	33	3	34	113	54	47	20	30	33	22	14	1	8	21	38
Gene4407	7	0	0	5	3	8	0	3	13	57	24	26	1	0	0	8	1	1
Gene4408	11	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Gene4409	0	2	3	0	14	9	2	7	8	76	0	52	7	35	118	121	36	16
Gene4410	6	6	4	16	26	44	12	14	11	8	14	6	1	24	24	11	37	28
Gene4411	65	89	150	181	13	2067	126	92	132	1212	762	2809	1717	1154	246	788	2046	56
Gene4412	13	17	8	18	7	0	1	3	6	1	2	4	5	8	4	4	0	1
Gene4413	1	12	6	10	2	3	16	10	0	0	1	0	66	18	5	11	25	0
Gene4414	4	46	85	84	89	49	61	63	108	30	3	9	46	17	104	49	47	130
Gene4415	13	36	1	18	28	4	6	13	30	6	24	0	0	7	26	4	10	15
Gene4416	0	0	0	1	0	0	3	0	3	0	3	0	1	4	0	0	2	0
Gene4417	21	14	16	9	16	11	1	5	12	10	1	17	4	8	7	1	0	3
Gene4418	20	15	48	1	5	1	19	17	1	5	1	2	7	9	6	0	3	62
Gene4419	1	61	60	14	68	11	40	36	73	4	0	6	7	13	5	11	5	48
Gene4420	2	1	0	0	0	0	7	0	0	0	2	0	0	0	1	0	0	0
Gene4421	39	30	25	28	7	34	85	65	92	94	36	70	35	25	6	17	34	20
Gene4422	1	0	5	0	0	0	0	1	0	0	7	0	0	20	5	1	1	0
Gene4423	0	12	15	19	14	3	3	13	0	1	30	22	36	41	4	10	19	10
Gene4424	0	7	6	2	1	10	4	5	4	1	0	11	6	3	28	2	10	3
Gene4425	27	2	1	4	26	32	4	18	10	21	19	12	0	13	26	19	14	11
Gene4426	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1
Gene4427	6	3	2	5	3	0	0	0	0	10	1	0	0	0	1	0	0	2
Gene4428	39	28	19	29	13	28	22	27	3	5	13	28	31	21	6	9	27	26
Gene4429	1	18	29	13	4	2	10	11	54	0	0	2	7	3	1	4	6	5
Gene4430	14	0	0	4	0	2	13	0	1	4	10	4	0	10	8	2	0	2
Gene4431	34	27	42	9	5	112	9	12	24	223	177	61	187	19	1	90	90	22
Gene4432	0	1	0	3	6	1	1	0	4	1	2	0	1	0	0	3	1	1
Gene4433	0	1	1	1	1	1	1	1	0	3	6	2	6	6	9	9	1	1
Gene4434	1	4	34	9	11	19	4	16	17	26	0	10	18	7	75	21	3	29
Gene4435	71	33	2	43	60	49	80	48	45	29	14	9	2	4	49	47	34	80
Gene4436	171	136	192	127	9	731	205	197	187	254	298	511	265	285	28	215	267	164
Gene4437	99	102	150	208	191	38	10	71	82	109	98	104	76	159	168	48	7	172
Gene4438	35	43	20	43	13	0	24	16	3	1	9	12	2	4	13	11	8	24
Gene4439	2	18	13	8	20	10	14	29	36	15	0	5	2	13	7	12	6	7
Gene4440	169	62	9	99	27	140	71	162	154	120	126	26	14	129	102	99	84	72
Gene4441	134	110	57	58	16	140	88	127	76	116	157	332	204	145	12	86	312	88
Gene4442	11	25	27	18	17	2	0	4	56	12	2	7	6	14	7	26	0	14
Gene4443	55	36	55	8	7	3	12	27	1	9	12	16	24	14	16	6	8	19
Gene4444	17	168	133	304	119	336	199	193	160	348	23	183	269	489	297	426	367	101
Gene4445	9	31	1	40	27	3	76	30	68	5	5	4	2	8	8	7	9	36
Gene4446	0	6	11	1	0	1	12	0	0	4	4	0	25	4	0	1	9	0
Gene4447	54	68	43	19	29	1	3	28	35	19	12	16	20	12	5	1	1	29
Gene4448	50	41	56	25	23	34	31	30	5	14	33	78	67	30	49	110	85	40
Gene4449	0	1	10	0	2	2	0	0	0	0	0	0	0	3	1	25	1	0
Gene4450	50	20	0	10	47	6	31	8	37	16	37	3	2	17	17	16	19	16
Gene4451	8	13	31	27	0	5	18	40	28	21	11	10	6	7	0	18	34	13
Gene4452	40	9	4	14	9	26	0	10	5	16	6	7	18	4	13	12	3	4
Gene4453	0	11	8	3	20	6	2	4	0	8	6	21	16	8	25	18	3	12
Gene4454	1	1	5	29	26	5	7	10	22	5	3	15	8	16	9	1	12	13
Gene4455	4	0	0	2	4	9	5	8	0	2	2	3	0	2	8	6	19	4
Gene4456	13	26	50	12	3	31	12	17	3	7	37	9	26	17	1	19	63	11
Gene4457	65	81	33	92	67	2	9	33	37	5	1	7	2	3	5	0	0	42
Gene4458	49	73	35	44	50	22	25	55	7	7	43	14	24	23	8	24	18	73
Gene4459	27	239	281	496	326	215	265	432	353	132	13	57	220	228	69	144	179	418
Gene4460	28	8	3	20	33	92	14	19	2	37	225	59	15	126	65	111	146	7
Gene4461	1	0	3	1	0	0	1	6	3	0	1	1	0	3	0	9	0	1
Gene4462	29	18	46	39	22	10	0	22	23	3	12	4	0	5	7	4	0	24
Gene4463	7	8	24	17	5	6	10	12	1	18	66	40	33	15	52	55	29	31
Gene4464	2	28	32	44	29	20	25	49	38	2	2	12	37	15	22	21	10	10
Gene4465	6	0	0	10	1	2	12	5	1	1	2	0	2	3	0	4	1	17
Gene4466	2	0	10	13	0	0	7	2	19	0	1	1	0	0	0	0	0	2
Gene4467	44	13	31	33	56	17	4	32	13	30	25	20	23	23	58	10	1	21
Gene4468	2	0	2	6	10	5	9	0	0	4	17	10	12	1	1	4	6	4
Gene4469	7	31	29	42	57	31	19	50	54	111	1	121	90	131	110	171	123	38
Gene4470	13	57	0	8	20	152	10	26	13	233	82	117	5	54	110	224	99	22
Gene4471	155	275	314	279	13	1361	409	366	435	1249	726	1594	364	386	65	650	848	268
Gene4472	2	6	2	10	12	3	0	1	5	5	1	5	11	10	5	9	0	1
Gene4473	44	19	50	37	31	120	26	17	0	52	69	162	33	250	159	111	81	56
Gene4474	12	57	100	76	84	718	41	125	83	1415	102	906	1097	1439	1809	2260	1258	155
Gene4475	18	4	2	33	21	18	54	42	22	10	6	3	1	6	15	17	25	18
Gene4476	10	77	24	43	4	15	36	69	45	9	24	31	34	30	1	21	35	17
Gene4477	16	36	16	31	16	32	3	16	13	45	21	40	33	49	64	45	9	21
Gene4478	86	114	128	152	101	136	160	32	7	173	142	172	183	181	183	110	106	86
Gene4479	2	11	14	16	50	67	5	17	43	18	4	30	23	15	59	83	33	16
Gene4480	22	21	2	35	37	7	30	30	18	4	6	5	3	2	14	17	2	18
Gene4481	30	16	38	16	2	1	12	56	12	4	0	4	1	2	0	2	0	7
Gene4482	121	216	66	95	76	196	12	59	65	670	672	1112	529	354	818	470	56	44
Gene4483	8	3	2	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0
Gene4484	7	41	27	38	72	6	19	44	65	7	1	15	4	8	8	8	8	64
Gene4485	81	49	13	25	73	393	134	86	66	197	1101	459	13	219	292	473	452	41
Gene4486	0	4	4	4	0	3	7	0	3	0	0	1	8	2	2	8	0	2
Gene4487	872	718	724	1214	1145	190	112	896	1330	227	217	208	152	192	312	146	10	767
Gene4488	27	39	8	3	28	0	19	16	0	1	4	1	0	2	2	1	6	40
Gene4489	59	235	566	253	589	319	334	481	448	143	14	150	178	176	335	250	172	426
Gene4490	22	10	4	12	23	7	27	19	15	18	5	29	2	21	12	22	28	7
Gene4491	2	2	5	8	0	44	25	35	5	25	63	16	39	19	4	23	16	5
Gene4492	29	17	15	19	74	6	2	34	49	18	41	3	16	9	26	11	3	14
Gene4493	128	93	107	167	78	11	139	97	13	2	20	7	16	9	5	23	23	211
Gene4494	5	30	22	15	91	51	53	41	26	42	3	42	35	28	24	28	7	25
Gene4495	7	10	1	1	9	55	2	6	2	20	16	2	0	6	6	20	2	9
Gene4496	54	94	208	61	8	306	33	71	148	246	186	299	148	164	27	87	424	20
Gene4497	0	4	0	4	3	10	0	10	3	2	20	21	3	5	50	1	0	1
Gene4498	360	789	655	601	486	478	694	218	32	509	432	749	672	619	620	751	513	539
Gene4499	0	16	17	38	84	62	32	98	25	23	2	35	24	20	24	38	9	29
Gene4500	4	4	1	2	21	8	2	2	6	4	3	0	1	8	8	14	2	0
Gene4501	0	9	0	2	0	55	3	0	4	1	34	17	20	24	1	17	36	8
Gene4502	21	39	26	23	30	8	1	38	33	12	2	10	9	6	15	8	1	53
Gene4503	1	20	45	1	7	7	8	3	1	10	11	2	7	7	5	17	30	8
Gene4504	2	3	25	30	15	15	29	18	9	18	4	12	16	16	8	3	17	30
Gene4505	2	19	1	3	1	6	1	2	0	7	30	0	0	11	17	16	7	5
Gene4506	1	3	0	0	0	0	0	11	0	7	9	0	1	2	0	4	2	0
Gene4507	2	10	4	0	17	0	0	1	1	23	7	2	7	0	0	0	1	4
Gene4508	310	364	251	313	295	93	373	249	15	90	132	249	108	177	111	117	151	825
Gene4509	0	21	26	15	57	21	35	14	29	24	6	34	35	22	39	87	58	31
Gene4510	69	149	9	137	141	98	203	206	122	104	165	62	15	47	97	100	111	149
Gene4511	19	10	9	11	0	13	10	13	3	11	3	10	8	30	3	8	0	11
Gene4512	30	23	61	66	54	11	5	44	48	7	17	6	10	13	16	10	0	35
Gene4513	14	12	3	8	13	6	4	10	1	32	14	31	28	33	15	2	10	1
Gene4514	0	6	19	30	22	35	13	17	20	21	1	14	19	45	6	16	23	16
Gene4515	23	14	2	14	11	58	30	34	27	28	34	25	2	21	32	42	47	39
Gene4516	3	12	22	24	0	16	2	1	17	4	2	4	1	4	0	3	2	2
Gene4517	31	12	5	25	25	56	0	22	25	199	102	63	92	171	45	14	3	11
Gene4518	1	12	3	3	0	1	0	0	0	3	0	0	3	0	3	2	10	0
Gene4519	0	0	0	1	0	0	0	0	5	3	0	0	0	2	0	0	0	2
Gene4520	74	55	7	63	114	83	90	70	110	104	189	79	6	70	128	134	130	129
Gene4521	5	17	22	9	0	61	12	49	15	64	19	53	55	34	4	29	31	46
Gene4522	43	207	186	95	188	27	6	90	99	3	48	30	35	22	23	10	2	101
Gene4523	11	21	4	6	8	17	20	8	2	8	14	5	5	11	10	9	10	33
Gene4524	0	4	0	14	0	13	0	3	0	0	0	0	5	3	8	5	0	3
Gene4525	80	44	5	40	60	6	159	36	64	27	36	19	3	11	49	26	27	41
Gene4526	37	2	13	5	0	50	5	5	16	106	49	33	5	37	8	22	50	5
Gene4527	31	7	4	21	18	10	0	17	30	1	21	7	4	10	27	21	1	18
Gene4528	563	477	337	199	436	73	464	343	29	81	65	57	103	67	63	104	131	237
Gene4529	3	34	8	6	43	7	25	12	41	5	2	3	15	1	19	8	11	38
Gene4530	1	0	1	2	9	0	0	0	0	0	0	0	0	1	0	0	0	15
Gene4531	9	9	8	3	0	3	4	12	6	0	6	6	0	1	0	0	5	3
Gene4532	174	179	242	142	141	129	10	94	88	149	170	161	48	153	131	91	13	148
Gene4533	248	103	153	151	64	132	163	95	30	73	157	101	222	103	125	172	419	108
Gene4534	3	10	16	13	26	60	13	9	27	81	5	54	24	195	150	70	91	21
Gene4535	12	0	0	1	4	3	19	6	3	6	2	0	1	2	8	14	3	8
Gene4536	282	374	216	240	20	561	250	365	202	626	309	481	443	395	62	304	762	378
Gene4537	2	2	0	5	16	0	0	0	1	1	1	6	1	11	0	8	0	0
Gene4538	24	8	26	17	3	95	5	18	0	92	126	87	9	35	30	15	5	20
Gene4539	7	77	125	103	46	223	41	125	111	83	34	98	300	499	195	396	111	61
Gene4540	23	29	3	36	28	10	51	48	27	34	37	29	1	19	14	12	5	20
Gene4541	4	8	21	10	0	52	11	30	16	105	10	58	121	108	7	76	133	7
Gene4542	124	83	87	75	135	394	10	58	173	702	358	806	318	607	312	535	86	75
Gene4543	34	3	8	22	17	19	36	6	3	45	43	42	35	59	36	22	65	9
Gene4544	0	2	4	18	5	3	1	5	0	0	0	1	0	1	0	1	1	0
Gene4545	55	28	1	28	28	17	22	85	19	3	29	14	1	5	9	4	12	33
Gene4546	1	1	0	2	0	4	1	5	0	3	3	6	3	2	0	4	6	1
Gene4547	4	4	2	0	19	0	0	8	19	3	4	3	2	0	17	5	0	0
Gene4548	2	5	1	3	14	3	8	2	1	4	14	0	0	10	12	7	19	25
Gene4549	8	48	71	50	60	77	23	71	77	44	5	22	26	75	46	111	23	82
Gene4550	5	15	2	10	16	13	3	32	17	20	4	26	2	4	36	16	5	25
Gene4551	19	3	5	2	0	0	6	12	2	0	1	1	3	1	1	0	1	0
Gene4552	277	208	293	355	206	1251	32	190	353	1144	808	364	1245	1079	892	383	69	103
Gene4553	0	0	8	13	2	12	15	3	0	66	10	86	30	80	92	158	31	0
